-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2021 through 03/31/2024 
Location: Latitude  38.4926   Longitude -78.5498 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 484.88 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE               MERRA-2 Temperature at 2 Meters Range (C) 
T2M_MAX                 MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                 MERRA-2 Temperature at 2 Meters Minimum (C) 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
-END HEADER-
YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
2022,11,30,5.51,2.0,3.76,5.16,14.04,12.78,-1.26,1.29,2.81,0.3,286.28,23.89,51.84,3.15,0.05,0.21
2022,12,1,-0.13,-7.81,-3.97,-1.22,9.98,5.02,-4.95,3.24,3.22,0.76,222.67,55.07,55.6,6.27,0.07,0.37
2022,12,2,1.41,-4.07,-1.33,1.05,13.23,8.83,-4.4,2.78,3.0,0.66,256.5,48.63,53.4,5.68,0.07,0.34
2022,12,3,7.49,4.52,6.01,7.08,17.42,16.8,-0.63,1.42,2.71,0.34,306.65,26.52,50.3,3.49,0.05,0.23
2022,12,4,0.84,-4.89,-2.02,-0.44,13.73,8.76,-4.98,2.56,3.09,0.61,232.33,43.99,53.81,5.32,0.06,0.33
2022,12,5,0.27,-2.74,-1.24,-0.56,10.22,6.69,-3.53,2.68,2.95,0.64,240.66,46.1,51.2,5.45,0.05,0.27
2022,12,6,4.4,3.67,4.04,4.25,8.42,8.36,-0.06,0.79,2.45,0.19,327.05,15.16,45.18,2.19,0.03,0.13
2022,12,7,9.87,9.8,9.83,9.67,9.1,15.06,5.96,0.83,2.23,0.2,343.27,15.89,40.84,2.27,0.03,0.16
2022,12,8,7.66,6.59,7.12,7.25,4.98,10.15,5.18,1.14,2.69,0.27,322.38,21.4,48.91,3.02,0.05,0.22
2022,12,9,3.8,1.3,2.55,3.83,8.38,8.37,-0.01,2.08,2.78,0.51,301.16,37.59,50.79,4.7,0.07,0.34
2022,12,10,1.23,-1.08,0.08,1.28,3.7,2.98,-0.72,0.99,2.65,0.24,302.88,18.52,47.09,2.64,0.05,0.22
2022,12,11,3.75,1.63,2.69,3.55,10.26,10.58,0.32,1.89,2.63,0.46,295.09,33.24,46.67,4.15,0.05,0.27
2022,12,12,-0.04,-2.2,-1.12,-0.28,9.41,5.44,-3.96,1.1,2.89,0.27,303.4,19.89,51.37,2.81,0.04,0.18
2022,12,13,-0.54,-3.17,-1.86,-1.24,9.79,5.63,-4.16,2.38,2.91,0.59,266.7,41.44,51.53,4.89,0.06,0.29
2022,12,14,-0.02,-1.83,-0.92,-0.44,5.23,3.21,-2.02,1.26,2.69,0.31,272.61,23.01,47.56,3.19,0.04,0.2
2022,12,15,-0.83,-1.39,-1.11,-0.81,2.13,0.29,-1.85,0.46,2.56,0.12,302.57,8.84,47.64,1.3,0.02,0.09
2022,12,16,-1.23,-2.2,-1.71,-2.19,8.69,3.27,-5.42,1.56,2.79,0.39,271.86,27.83,49.28,3.63,0.04,0.2
2022,12,17,-2.27,-4.94,-3.6,-4.01,8.92,2.87,-6.04,2.01,2.84,0.5,283.98,35.37,50.37,4.41,0.05,0.24
2022,12,18,-4.13,-7.13,-5.63,-5.31,7.23,0.24,-6.99,1.64,2.86,0.41,272.79,28.01,49.63,3.54,0.04,0.2
2022,12,19,-3.57,-6.55,-5.06,-4.38,8.98,1.85,-7.13,2.61,2.91,0.65,238.55,44.62,50.38,5.22,0.05,0.24
2022,12,20,-2.41,-6.06,-4.24,-4.47,9.64,3.05,-6.6,2.74,2.84,0.69,221.84,47.51,49.8,5.44,0.05,0.26
2022,12,21,-1.6,-4.7,-3.14,-3.33,8.81,3.8,-5.01,2.87,2.86,0.72,232.96,49.36,49.84,5.55,0.05,0.26
2022,12,22,-0.21,-0.87,-0.54,-0.48,3.69,1.22,-2.47,0.65,2.62,0.16,288.92,13.03,48.41,1.95,0.02,0.12
2022,12,23,-9.89,-12.31,-11.1,-10.1,20.45,0.73,-19.72,2.65,2.95,0.66,217.57,44.34,49.84,5.19,0.05,0.25
2022,12,24,-16.0,-18.67,-17.34,-16.55,10.72,-10.02,-20.74,2.69,2.92,0.67,178.09,45.36,49.84,5.23,0.03,0.2
2022,12,25,-11.3,-14.27,-12.78,-13.03,11.95,-3.87,-15.83,3.01,2.97,0.75,189.29,50.64,50.66,5.71,0.05,0.25
2022,12,26,-8.47,-11.71,-10.1,-11.2,11.38,-2.91,-14.29,2.14,2.9,0.53,225.81,37.11,50.18,4.63,0.05,0.22
2022,12,27,-4.52,-6.72,-5.63,-7.04,12.3,2.23,-10.07,2.81,2.85,0.7,230.88,49.02,50.26,5.58,0.05,0.24
2022,12,28,-1.7,-2.87,-2.28,-2.99,12.27,5.83,-6.45,2.77,2.86,0.69,232.26,47.99,50.33,5.54,0.05,0.24
2022,12,29,1.77,1.15,1.47,0.48,13.82,10.02,-3.8,2.84,2.89,0.7,247.98,50.09,51.57,5.73,0.06,-999.0
2022,12,30,5.22,4.78,5.0,3.94,12.3,13.63,1.33,2.81,2.81,0.7,277.52,50.65,51.45,5.77,0.06,0.31
2022,12,31,7.08,7.39,7.23,6.25,6.52,11.16,4.64,0.72,2.54,0.18,319.4,13.96,47.91,2.06,0.03,0.14
2023,1,1,6.58,5.39,5.98,5.65,11.56,14.45,2.89,2.76,2.83,0.67,284.09,49.4,51.39,5.69,0.06,0.3
2023,1,2,7.93,8.11,8.02,7.08,12.95,16.23,3.27,1.76,2.63,0.43,314.37,32.56,48.63,4.19,0.05,0.26
2023,1,3,10.72,10.74,10.73,10.15,8.7,15.66,6.96,1.36,2.18,0.33,343.62,25.31,39.38,3.31,0.04,0.21
2023,1,4,10.45,11.0,10.73,9.76,6.93,14.41,7.48,0.88,2.42,0.21,335.43,17.38,45.34,2.51,0.03,0.16
2023,1,5,7.4,4.83,6.12,7.09,12.01,13.5,1.49,2.75,2.93,0.66,276.79,48.93,52.74,5.65,0.07,0.33
2023,1,6,1.6,-1.64,-0.02,1.04,8.71,6.43,-2.28,1.42,2.92,0.34,293.1,25.12,51.7,3.3,0.03,0.17
2023,1,7,-0.25,-3.66,-1.95,-0.76,11.09,6.83,-4.26,2.92,2.97,0.7,242.64,50.4,51.98,5.73,0.05,0.29
2023,1,8,-1.1,-3.33,-2.21,-1.35,7.03,2.7,-4.33,0.9,2.77,0.21,268.01,16.93,49.24,2.45,0.02,0.13
2023,1,9,-0.24,-3.18,-1.7,-0.51,9.8,5.86,-3.95,3.16,3.12,0.74,242.2,54.41,54.38,6.14,0.06,0.32
2023,1,10,-0.25,-3.41,-1.83,-1.17,9.87,5.76,-4.1,1.9,2.94,0.45,250.55,33.2,49.95,4.28,0.05,0.23
2023,1,11,0.73,-1.5,-0.38,-0.34,5.52,4.14,-1.38,1.27,2.74,0.3,280.22,23.54,47.7,3.24,0.03,0.17
2023,1,12,3.83,4.05,3.94,3.48,6.86,7.74,0.88,1.03,2.52,0.23,311.91,19.43,44.84,2.71,0.03,0.16
2023,1,13,2.16,-0.94,0.61,1.96,9.26,6.53,-2.73,2.69,3.05,0.62,289.73,47.54,54.23,5.63,0.05,0.27
2023,1,14,-2.77,-7.62,-5.2,-2.77,6.31,0.65,-5.67,2.21,3.17,0.5,253.44,38.58,55.55,4.77,0.05,0.23
2023,1,15,-2.6,-7.81,-5.2,-2.63,10.93,4.25,-6.68,3.38,3.35,0.76,208.24,57.21,57.38,6.48,0.06,0.32
2023,1,16,2.01,-5.71,-1.85,0.73,14.3,10.4,-3.91,3.13,3.23,0.7,250.06,55.04,57.34,6.45,0.07,0.36
2023,1,17,4.83,4.03,4.43,4.19,10.81,12.11,1.3,1.62,2.83,0.36,295.62,30.41,51.84,4.08,0.05,0.24
2023,1,18,6.1,2.98,4.54,5.3,10.59,12.19,1.6,3.19,3.23,0.7,271.94,56.87,58.23,6.57,0.08,0.38
2023,1,19,6.47,6.08,6.27,6.1,13.53,13.92,0.39,0.89,2.73,0.2,326.69,17.48,50.51,2.5,0.03,0.17
2023,1,20,2.24,-2.57,-0.17,1.93,8.76,6.25,-2.52,2.42,3.33,0.52,282.21,42.92,59.07,5.34,0.06,0.33
2023,1,21,-0.28,-4.1,-2.19,-0.48,8.59,5.38,-3.2,1.88,3.35,0.41,272.95,33.12,58.49,4.33,0.05,0.26
2023,1,22,-0.6,-1.38,-0.99,-0.63,4.98,2.03,-2.95,0.82,2.96,0.17,288.79,16.33,53.05,2.34,0.03,0.15
2023,1,23,0.07,-2.57,-1.25,-0.29,7.52,4.12,-3.39,2.09,3.32,0.44,291.09,37.64,58.57,4.95,0.06,0.29
2023,1,24,0.42,-4.89,-2.24,-1.01,10.76,6.34,-4.42,3.26,3.57,0.68,231.49,56.03,61.88,6.68,0.08,0.38
2023,1,25,0.46,-0.29,0.08,0.23,6.29,3.93,-2.36,0.5,3.04,0.1,299.54,9.84,55.59,1.5,0.02,0.1
2023,1,26,-0.08,-2.99,-1.53,-0.57,8.5,4.51,-4.0,1.85,3.52,0.38,285.03,33.02,62.23,4.41,0.06,0.31
2023,1,27,-2.35,-6.35,-4.35,-2.81,7.53,2.62,-4.91,2.69,3.71,0.55,252.55,46.81,64.4,5.92,0.08,0.38
2023,1,28,1.23,-0.99,0.12,0.4,12.46,8.83,-3.62,2.85,3.61,0.57,258.59,50.57,64.21,6.32,0.08,0.39
2023,1,29,1.67,0.92,1.3,1.01,5.13,4.33,-0.81,0.96,3.37,0.19,295.82,18.91,61.93,2.8,0.05,0.21
2023,1,30,4.69,4.08,4.39,3.84,10.27,11.08,0.8,3.03,3.44,0.59,302.66,55.7,63.38,6.87,0.11,0.55
2023,1,31,1.48,0.56,1.01,1.37,2.73,2.9,0.19,0.84,3.29,0.16,303.34,16.7,59.77,2.46,0.04,0.2
2023,2,1,-0.79,-5.23,-3.01,-1.44,7.0,3.26,-3.74,2.78,3.73,0.54,268.46,49.5,66.1,6.27,0.1,0.51
2023,2,2,-0.5,-3.87,-2.19,-0.85,8.14,4.74,-3.41,2.19,3.8,0.41,274.95,39.8,67.33,5.38,0.09,0.47
2023,2,3,-5.56,-11.81,-8.68,-5.31,8.98,-2.13,-11.11,3.9,4.11,0.73,220.46,66.41,70.78,7.97,0.11,0.54
2023,2,4,-5.82,-11.36,-8.59,-5.5,13.54,1.19,-12.35,3.88,3.95,0.73,214.59,67.11,69.07,7.92,0.09,0.47
2023,2,5,1.13,-0.77,0.18,0.73,11.67,8.26,-3.42,3.28,3.87,0.61,265.91,57.09,67.53,7.14,0.09,0.42
2023,2,6,1.4,-0.84,0.28,0.58,9.34,6.88,-2.46,3.21,3.95,0.59,272.98,55.91,69.63,6.81,0.08,0.41
2023,2,7,2.1,0.15,1.13,1.32,9.6,8.05,-1.55,2.77,3.93,0.5,272.98,49.45,69.22,6.47,0.09,0.48
2023,2,8,7.56,3.63,5.59,6.37,13.48,15.36,1.87,3.52,3.95,0.63,304.26,63.34,71.84,7.82,0.12,0.59
2023,2,9,10.79,9.01,9.9,10.33,11.04,15.83,4.79,2.1,3.69,0.38,326.38,39.8,68.38,5.42,0.09,0.43
2023,2,10,7.19,2.43,4.8,6.98,8.07,11.3,3.23,3.87,4.21,0.68,274.59,68.27,75.07,8.36,0.12,0.62
2023,2,11,2.78,-3.46,-0.35,2.78,11.55,9.08,-2.47,3.82,4.45,0.66,257.69,66.38,77.35,8.37,0.12,0.63
2023,2,12,1.01,-1.0,-0.0,1.03,4.2,3.8,-0.39,0.59,4.05,0.1,299.97,12.29,75.31,1.9,0.03,0.13
2023,2,13,1.06,-1.76,-0.35,0.17,9.95,5.34,-4.6,2.83,4.41,0.48,259.56,50.52,77.78,6.63,0.1,0.48
2023,2,14,3.93,-0.54,1.69,2.21,15.27,11.74,-3.52,4.26,4.4,0.72,262.49,75.49,78.51,9.21,0.12,0.62
2023,2,15,8.94,7.36,8.15,8.48,14.82,17.81,2.99,3.48,4.3,0.58,306.44,63.98,78.98,8.27,0.12,0.62
2023,2,16,11.04,10.74,10.89,10.37,9.75,16.62,6.87,0.73,3.72,0.12,339.83,15.09,68.88,2.25,0.04,0.18
2023,2,17,6.69,2.87,4.78,6.58,18.07,13.44,-4.63,2.08,4.22,0.34,311.05,39.41,77.6,5.39,0.1,0.52
2023,2,18,0.36,-6.11,-2.88,0.05,15.76,9.18,-6.57,4.84,4.78,0.78,222.78,84.56,84.09,10.21,0.15,0.75
2023,2,19,5.47,0.75,3.11,5.05,13.97,13.24,-0.74,4.38,4.63,0.7,270.67,77.96,82.63,9.63,0.16,0.76
2023,2,20,6.44,5.0,5.72,6.04,10.45,13.21,2.75,2.34,4.2,0.37,310.04,43.98,76.22,5.91,0.1,0.49
2023,2,21,7.46,3.27,5.37,6.72,12.52,14.51,1.98,4.03,4.62,0.63,282.1,72.54,83.33,9.09,0.13,0.66
2023,2,22,6.85,3.98,5.42,6.02,10.38,12.42,2.03,2.48,4.19,0.38,313.0,47.51,76.61,6.45,0.11,0.53
2023,2,23,14.37,11.23,12.8,13.92,11.8,21.82,10.02,4.18,4.61,0.64,328.5,78.25,86.26,9.89,0.17,0.85
2023,2,24,6.53,-0.35,3.09,6.41,11.55,12.34,0.79,4.34,5.03,0.66,273.5,78.38,90.06,10.05,0.19,0.95
2023,2,25,1.25,-1.2,0.02,0.98,8.09,5.17,-2.92,1.56,4.59,0.23,290.6,31.21,83.89,4.59,0.1,0.52
2023,2,26,4.69,1.51,3.1,4.53,14.88,13.5,-1.38,4.63,5.01,0.69,264.58,83.12,89.76,10.54,0.2,0.98
2023,2,27,6.47,4.22,5.34,5.87,9.36,10.79,1.43,1.71,4.41,0.25,309.63,33.98,79.76,4.79,0.08,0.4
2023,2,28,9.11,5.4,7.25,8.4,11.3,13.87,2.56,4.59,5.09,0.67,290.81,83.65,92.38,10.62,0.19,0.94
2023,3,1,6.77,4.53,5.65,6.44,15.19,15.24,0.05,4.55,4.94,0.66,275.26,82.62,89.75,10.3,0.19,0.92
2023,3,2,9.99,7.4,8.69,9.42,9.16,14.75,5.58,2.24,4.92,0.32,319.94,43.43,90.11,6.13,0.12,0.59
2023,3,3,5.08,3.92,4.5,4.92,4.7,7.44,2.74,0.69,4.48,0.1,320.09,14.34,81.6,2.11,0.04,0.2
2023,3,4,6.18,1.21,3.69,6.03,10.69,10.98,0.3,5.15,5.41,0.73,270.16,91.91,96.55,11.42,0.2,1.02
2023,3,5,5.55,0.52,3.03,5.15,16.2,14.43,-1.77,5.27,5.3,0.73,255.41,93.2,94.0,11.38,0.2,1.0
2023,3,6,6.25,2.82,4.53,6.05,16.33,15.19,-1.15,5.0,5.28,0.69,267.35,90.71,95.77,11.34,0.22,1.11
2023,3,7,5.97,0.43,3.2,5.9,11.84,10.04,-1.8,4.17,5.51,0.57,276.62,75.58,99.0,9.71,0.17,0.84
2023,3,8,1.76,-4.1,-1.17,1.93,13.77,9.6,-4.17,5.65,5.69,0.77,231.6,100.2,101.3,12.41,0.21,1.05
2023,3,9,3.49,-1.73,0.88,3.47,16.16,12.37,-3.78,5.49,5.61,0.73,247.84,97.67,100.16,12.1,0.22,1.09
2023,3,10,2.52,1.17,1.85,2.27,6.38,6.48,0.11,1.43,5.2,0.19,308.74,28.39,93.64,4.16,0.07,0.34
2023,3,11,0.44,-4.24,-1.91,0.62,9.63,5.51,-4.12,3.54,5.75,0.47,293.17,64.16,102.0,8.67,0.14,0.7
2023,3,12,-0.45,-2.55,-1.5,-0.36,5.12,2.09,-3.02,1.09,5.43,0.14,290.61,22.49,98.02,3.39,0.06,0.3
2023,3,13,2.04,-1.68,0.18,2.21,10.62,8.09,-2.53,2.75,5.47,0.36,306.42,50.89,95.8,6.98,0.14,0.69
2023,3,14,-1.48,-7.52,-4.49,-1.24,6.85,2.74,-4.11,4.53,5.99,0.58,256.59,80.34,104.79,10.52,0.18,0.89
2023,3,15,-0.27,-7.26,-3.77,-0.19,11.26,6.66,-4.6,6.27,6.22,0.8,220.7,108.87,108.17,13.49,0.2,1.01
2023,3,16,5.58,-1.63,1.98,5.55,18.77,15.34,-3.43,5.98,6.08,0.75,256.91,105.46,107.27,13.19,0.21,1.05
2023,3,17,8.61,5.95,7.28,8.44,10.79,14.46,3.67,2.29,5.47,0.29,318.54,45.22,100.77,6.45,0.12,0.58
2023,3,18,2.57,-5.08,-1.25,2.92,10.91,7.99,-2.92,5.64,6.22,0.7,250.62,99.09,109.24,12.66,0.21,1.05
2023,3,19,-3.25,-10.72,-6.99,-2.63,9.49,2.14,-7.35,6.47,6.47,0.8,210.45,112.08,112.16,13.97,0.26,1.27
2023,3,20,1.12,-7.45,-3.17,0.76,14.98,9.08,-5.89,6.52,6.48,0.8,214.92,113.27,112.64,14.11,0.27,1.34
2023,3,21,4.92,-3.22,0.85,4.45,16.63,13.54,-3.1,5.94,6.36,0.72,250.45,103.17,110.12,13.02,0.23,1.17
2023,3,22,7.35,3.59,5.48,7.12,12.19,14.29,2.11,3.82,5.95,0.46,312.17,71.11,107.24,9.59,0.18,0.91
2023,3,23,14.14,11.19,12.66,13.98,17.15,22.09,4.94,4.31,5.77,0.52,342.52,81.16,107.27,10.63,0.21,1.05
2023,3,24,12.86,11.72,12.29,12.53,10.63,17.48,6.84,1.26,5.77,0.15,370.45,26.63,108.92,4.02,0.09,0.48
2023,3,25,10.62,7.3,8.96,10.57,15.3,20.33,5.03,2.83,6.11,0.34,330.35,54.28,113.01,7.46,0.16,0.84
2023,3,26,10.19,2.3,6.25,9.74,15.89,18.37,2.48,6.65,6.61,0.77,265.23,119.13,118.3,14.93,0.31,1.54
2023,3,27,10.15,6.95,8.55,10.11,14.59,18.86,4.27,3.79,6.07,0.44,316.86,70.92,112.08,9.51,0.2,0.99
2023,3,28,7.66,2.52,5.09,7.98,10.6,13.97,3.37,4.34,6.22,0.5,305.4,79.2,110.26,10.44,0.2,1.04
2023,3,29,6.39,-0.27,3.06,6.87,13.98,13.65,-0.33,6.3,6.58,0.72,262.32,112.1,117.02,14.12,0.24,1.22
2023,3,30,5.73,-1.59,2.08,6.02,16.37,14.21,-2.16,6.7,6.71,0.76,255.3,119.91,120.18,15.05,0.26,1.27
2023,3,31,8.79,6.76,7.77,8.73,14.2,15.86,1.66,1.86,6.08,0.21,324.77,37.69,111.2,5.5,0.11,0.55
2023,4,1,14.12,8.11,11.11,13.87,17.23,21.98,4.74,4.8,6.41,0.53,338.32,89.66,118.04,11.94,0.25,1.24
2023,4,2,6.9,-0.21,3.34,7.06,12.12,13.59,1.48,5.88,6.97,0.65,283.47,105.99,124.99,13.78,0.27,1.33
2023,4,3,10.13,5.34,7.74,9.94,19.88,19.99,0.11,5.72,6.75,0.62,288.3,104.65,122.64,13.73,0.3,1.52
2023,4,4,15.8,12.73,14.26,15.87,17.91,24.82,6.9,6.67,6.72,0.73,315.02,123.1,124.04,15.65,0.34,1.71
2023,4,5,19.6,16.65,18.13,19.45,13.3,26.05,12.75,5.43,6.34,0.59,355.23,102.25,118.89,13.15,0.28,1.4
2023,4,6,18.59,15.06,16.83,18.56,16.34,25.86,9.52,3.58,5.81,0.38,382.84,69.3,107.52,9.18,0.21,1.09
2023,4,7,8.08,0.41,4.25,8.01,5.7,10.63,4.93,1.41,6.7,0.15,327.99,29.85,124.3,4.48,0.1,0.51
2023,4,8,4.67,-1.77,1.44,4.64,5.5,7.96,2.45,4.13,7.08,0.44,281.43,77.05,125.44,10.46,0.27,1.34
2023,4,9,6.69,-2.29,2.19,6.21,15.29,14.75,-0.54,7.33,7.29,0.77,243.95,129.97,129.09,16.4,0.36,1.79
2023,4,10,8.02,0.22,4.12,8.3,18.09,17.19,-0.9,7.38,7.35,0.77,254.85,131.97,131.02,16.66,0.33,1.61
2023,4,11,12.28,3.13,7.7,12.19,19.41,22.06,2.65,7.26,7.31,0.76,276.45,129.84,130.36,16.45,0.32,1.6
2023,4,12,15.97,7.18,11.57,15.73,18.51,25.45,6.94,6.99,7.17,0.73,303.43,127.52,130.23,16.25,0.34,1.68
2023,4,13,17.47,7.42,12.44,17.3,19.07,27.37,8.3,7.15,7.33,0.74,293.85,129.75,132.74,16.46,0.34,-999.0
2023,4,14,16.28,10.55,13.41,16.15,13.43,24.29,10.86,4.99,6.96,0.52,336.27,94.37,129.26,12.72,0.27,1.36
2023,4,15,17.06,13.46,15.26,16.74,8.64,22.15,13.51,4.8,6.85,0.49,360.54,92.28,128.75,12.34,0.26,1.32
2023,4,16,17.74,13.26,15.51,17.93,13.01,24.49,11.48,4.6,6.83,0.47,357.2,87.85,127.34,11.72,0.27,1.34
2023,4,17,10.7,2.37,6.53,11.06,11.89,16.63,4.75,5.22,7.46,0.53,314.84,94.26,133.84,12.51,0.27,1.39
2023,4,18,10.24,-0.09,5.08,10.31,14.45,17.93,3.48,7.39,7.67,0.74,261.45,131.68,136.07,17.0,0.36,-999.0
2023,4,19,14.57,4.58,9.57,13.77,23.36,24.98,1.62,7.58,7.57,0.76,288.88,137.95,137.4,17.55,0.37,1.84
2023,4,20,20.06,9.55,14.8,19.92,18.74,29.49,10.75,7.22,7.41,0.72,322.55,132.04,134.95,16.87,0.37,1.84
2023,4,21,20.73,11.03,15.88,20.92,15.59,28.62,13.04,6.84,7.35,0.68,329.3,125.62,134.34,16.02,0.33,1.64
2023,4,22,12.94,9.64,11.3,12.72,10.8,17.1,6.3,2.61,7.04,0.26,331.27,53.84,130.97,7.73,0.19,0.93
2023,4,23,9.37,1.55,5.46,10.0,13.23,16.24,3.01,5.42,7.46,0.53,290.67,98.64,133.12,13.0,0.25,1.27
2023,4,24,6.86,-2.09,2.39,7.72,14.86,14.44,-0.42,6.79,7.76,0.66,282.25,120.56,136.93,15.68,0.31,1.56
2023,4,25,7.11,-1.83,2.64,7.65,15.73,14.76,-0.98,6.32,7.74,0.62,278.62,114.02,137.39,14.98,0.3,1.56
2023,4,26,11.38,4.06,7.72,11.12,16.26,19.05,2.8,5.17,7.36,0.5,321.32,94.16,131.3,12.39,0.24,1.25
2023,4,27,13.83,7.37,10.6,14.31,14.52,20.38,5.87,5.87,7.27,0.56,319.43,108.4,131.79,14.25,0.29,1.45
2023,4,28,11.52,10.69,11.1,11.54,3.72,13.16,9.44,1.84,7.54,0.18,347.93,39.24,143.01,5.83,0.13,0.66
2023,4,29,14.39,11.06,12.73,14.84,11.78,20.33,8.55,5.32,7.46,0.51,338.7,99.63,136.85,13.39,0.28,1.41
2023,4,30,13.44,11.12,12.27,13.27,10.48,17.12,6.63,2.43,7.33,0.23,357.37,49.96,137.41,7.33,0.16,0.82
2023,5,1,8.85,2.96,5.9,9.05,9.85,13.33,3.48,3.05,7.86,0.29,326.09,59.35,141.84,8.52,0.18,0.91
2023,5,2,8.98,3.61,6.29,9.0,9.62,14.37,4.75,3.08,7.94,0.29,323.88,60.94,144.13,8.87,0.16,0.85
2023,5,3,7.15,2.02,4.59,7.56,8.15,12.05,3.91,4.63,8.04,0.44,317.1,85.93,144.88,11.95,0.23,1.22
2023,5,4,9.23,4.61,6.92,9.61,11.57,15.41,3.84,4.7,7.89,0.44,321.24,87.91,143.2,11.91,0.23,1.16
2023,5,5,11.79,5.38,8.58,12.29,16.33,19.69,3.36,7.51,8.05,0.7,297.75,136.99,145.66,17.63,0.33,1.64
2023,5,6,14.73,8.51,11.62,14.45,14.77,21.94,7.18,7.46,7.92,0.7,316.85,138.57,145.94,17.95,0.36,1.8
2023,5,7,16.87,13.71,15.29,16.83,12.73,23.47,10.74,3.7,7.04,0.34,358.9,72.12,129.97,9.52,0.2,1.01
2023,5,8,19.53,15.13,17.33,19.65,12.52,26.19,13.67,6.96,7.73,0.64,359.66,131.52,144.91,17.26,0.39,1.97
2023,5,9,16.05,12.94,14.49,15.45,9.1,19.81,10.71,2.97,7.45,0.27,354.51,59.77,138.91,8.39,0.2,0.97
2023,5,10,15.13,8.81,11.98,15.3,16.0,22.61,6.61,7.11,7.24,0.66,315.3,127.87,129.7,15.63,0.33,1.65
2023,5,11,18.38,11.75,15.06,17.81,14.86,25.66,10.8,6.74,7.5,0.62,333.84,123.69,136.3,15.62,0.36,1.8
2023,5,12,21.23,14.24,17.73,21.26,15.47,28.38,12.91,6.39,7.64,0.59,364.06,120.86,142.83,15.83,0.38,1.89
2023,5,13,18.83,16.24,17.54,18.83,11.36,25.1,13.73,2.87,7.39,0.26,387.27,59.91,140.78,8.62,0.21,1.07
2023,5,14,17.67,10.2,13.94,17.95,12.99,24.62,11.63,7.47,8.0,0.68,332.07,140.3,148.9,18.34,0.42,2.13
2023,5,15,15.0,8.54,11.77,15.46,11.88,22.05,10.17,5.39,7.99,0.48,343.04,103.93,148.87,14.06,0.34,1.7
2023,5,16,18.3,14.53,16.42,18.78,12.05,24.8,12.74,3.84,7.64,0.34,380.64,77.68,145.21,10.96,0.27,1.33
2023,5,17,15.94,8.76,12.35,16.25,13.55,22.89,9.33,7.14,7.94,0.64,327.82,131.22,144.12,16.77,0.4,1.98
2023,5,18,13.26,6.87,10.06,13.94,14.27,20.17,5.9,6.13,7.63,0.55,331.77,112.78,136.74,14.41,0.34,1.71
2023,5,19,15.56,10.08,12.82,16.24,13.92,22.42,8.5,5.49,7.87,0.49,352.69,104.96,146.05,14.04,0.33,1.66
2023,5,20,17.78,13.83,15.8,18.29,16.1,26.81,10.7,6.13,7.91,0.55,356.55,117.95,149.03,15.77,0.39,1.98
2023,5,21,15.84,7.79,11.82,16.3,15.39,23.78,8.39,8.24,8.25,0.73,301.93,149.99,149.25,19.02,0.44,2.2
2023,5,22,17.16,7.89,12.52,17.61,14.59,24.31,9.72,6.53,7.16,0.58,326.38,116.72,126.15,14.06,0.3,1.52
2023,5,23,16.55,8.97,12.76,16.46,9.16,21.51,12.35,5.7,7.14,0.51,329.27,101.93,124.39,12.12,0.28,1.38
2023,5,24,18.31,8.22,13.26,17.99,15.13,25.43,10.3,7.06,7.29,0.62,319.01,124.31,127.97,14.85,0.32,1.59
2023,5,25,14.95,5.02,9.99,15.58,11.88,21.42,9.55,7.8,8.27,0.69,310.87,144.31,151.26,18.73,0.43,2.13
